序號;補習班名稱;班址;電話;立案文號;立案日期;電子郵件;短期補習班類別;地區縣市
17;臺北市私立保儀巨星文理短期補習班;文山區保儀路9號3樓;(02)2939-3456;北市教終字第1133012739號;2024-07-22;catherine516899@yahoo.com.tw;文理類;臺北市政府
18;程育科技有限公司臺北市私立探險家文理技藝短期補習班;士林區中山北路6段405巷64號1樓;0912-718685;北市教終字第1133011001號;2024-07-15;gyoku2susan@yahoo.com.tw;文理類;臺北市政府
19;臺北市私立思構易文理短期補習班;大安區和平東路1段202號3樓;0965031056;北市教終字第1133011104號;2024-07-10;thinksimpleacademy@gmail.com;文理類;臺北市政府
20;模範生文教有限公司附設臺北市私立模範生文理技藝短期補習班;大安區永康街17巷21之1號1樓;(02)23210268;北市教終字第1133011105號;2024-07-09;nicole701214@gmail.com;文理類;臺北市政府
21;臺北市私立永主意技藝短期補習班;中正區館前路36號11樓;(02)2331-3366;北市教終字第1133011503號;2024-07-04;yung_chef@umemura.com.tw;家政、插花、烹飪類;臺北市政府
22;臺北市私立秧秧文理技藝短期補習班;內湖區成功路2段320巷54號1樓;(02)27935757;北市教終字第1133011166號;2024-07-02;cicademy54@gmail.com;文理類;臺北市政府
23;文府教育興業有限公司附設臺北市私立文府教育興業文理短期補習班;大安區羅斯福路3段335號2樓、2樓之1;(02)33652698;北市教終字第1133010769號;2024-06-28;cathy19801011@hotmail.com;文理類;臺北市政府
24;臺北市私立張赫數學文理短期補習班康寧分班;內湖區康寧路3段189巷6號2樓;(02)26310890;北市教終字第1133010854號;2024-06-27;changhyuk38491499@gmail.com;文理類;臺北市政府
25;艾思程式教育股份有限公司附設臺北市私立艾思程式技藝文理短期補習班;中山區北安路538巷1弄5號1樓;(02)2533-2133;北市教終字第1133009940號;2024-06-13;service@beyond-coding.org.tw;文理類;臺北市政府
26;臺北市私立文城文理短期補習班天母甲分班;士林區忠誠路2段170號2樓;(02)28766722;北市教終字第1133009305號;2024-06-06;joey.wang@wmch.net;文理類;臺北市政府
27;臺北市私立邦妮兔音樂文理技藝短期補習班;大安區忠孝東路3段217巷6弄12號1樓;0987092138、0921888864;北市教終字第1133010023號;2024-06-04;Lan09180127@hotmail.com;文理類;臺北市政府
1;私立海蒂芙技藝文理短期補習班;三峽區三樹路45號(1層);0975851026;1131513734;2024-09-03;;文理類;新北市政府
2;私立田馥真寶貝熊文理短期補習班;土城區裕民路114巷16號2樓;0970398333;1131489530;2024-09-03;;文理類;新北市政府
3;私立歐汎文理短期補習班;三重區重陽路3段126號2樓、128號2樓;0972054015;1131466251;2024-08-26;;文理類;新北市政府
4;裕元文教有限公司附設私立裕元文理短期補習班;林口區文化三路1段635號(1層);0226096257;1131499057;2024-08-20;;文理類;新北市政府
5;凱霖文教事業股份有限公司附設私立凱琳文理技藝短期補習班;新莊區中港路165號1樓(163、165號合併);029912882;1131331243;2024-08-20;;文理類;新北市政府
6;私立采藝技藝短期補習班豐和分班;新店區央北一路118號(1層);0286673333;1131520059;2024-08-20;;音樂、舞蹈類;新北市政府
7;私立晨翔文理短期補習班;三重區集美街112巷29號(1層);0916969979;1131465197;2024-08-14;;文理類;新北市政府
8;福禧文教有限公司附設私立福禧文理短期補習班;土城區裕民路161號2樓;0222708901;1131279664;2024-08-13;;文理類;新北市政府
9;私立慢慢文理短期補習班;新莊區富國路102號7樓;0222020257;1131260269;2024-08-12;letsdoitba102@gmail.com;文理類;新北市政府
10;私立鼎瀚北大文理技藝短期補習班;三峽區國光街37巷4號(1、2層);0955775656;1131431976;2024-08-05;;文理類;新北市政府
11;五花果教育股份有限公司附設私立木林森文理技藝短期補習班;林口區文化北路1段276號(1、2層);0226087520;1131134434;2024-08-02;;文理類;新北市政府
12;私立品赫文理短期補習班;蘆洲區中正路131號(1層);0282816008;1131320522;2024-08-02;tamroneducation@gmail.com;文理類;新北市政府
13;私立新視野文理短期補習班;新店區北新路1段251號4樓;0912679568;1131298352;2024-08-02;;文理類;新北市政府
14;私立英捷文理短期補習班;板橋區四川路1段222號(1層、1層夾層);0229506105;1131138609;2024-07-29;;文理類;新北市政府
15;私立test短期補習班;;;;2024-07-28;;文理類;新北市政府
16;私立日光美語文理短期補習班;淡水區新市三路1段308號(1層)、310號(1層);0228059139;1131400567;2024-07-24;;文理類;新北市政府
17;私立古今文化文理技藝短期補習班;五股區芳洲二路33號(1、2層);0222925174;1131181329;2024-07-15;;文理類;新北市政府
18;私立美力文理短期補習班;三重區中華路50巷5號(1層);0229881735;府教社字第1131163004號;2024-07-12;;文理類;新北市政府
19;私立加分好空間文理技藝短期補習班;土城區學府路1段191號2樓;0282620210;1131176158;2024-07-05;;文理類;新北市政府
20;私立崇樂文理技藝短期補習班;汐止區建成路42號(1、2、3層);0226490737;1131143772;2024-07-05;;文理類;新北市政府
21;私立哈嘍美語文理短期補習班;三重區中正北路25巷21號(1層);0286699889;1131024381;2024-07-04;;文理類;新北市政府
22;私立吳限成雅文理短期補習班;樹林區學成路507號(1層及夾層);;1131070327;2024-07-01;;文理類;新北市政府
23;私立全慧文理短期補習班;中和區廣福路67號(1、2層);0222460069;1131023996;2024-06-24;;文理類;新北市政府
24;高點教育科技股份有限公司附設私立北大高點文理短期補習班;三峽區大學路156之5號(1、2層);0226735568;1130912799;2024-06-24;;文理類;新北市政府
25;私立泰瑞光華文理短期補習班;新莊區成功街83巷10號(1層);0222026020;1130998253;2024-06-18;;文理類;新北市政府
26;私立樹洞美語文理技藝短期補習班;三重區集智街60號(1、2層);0229120827;1131043608;2024-06-18;;文理類;新北市政府
27;私立永田文理技藝短期補習班;新店區永新街28號2樓;02-29120827;1130984669;2024-06-17;;文理類;新北市政府
28;私立吉美文理短期補習班;淡水區崁頂三路99之6號(1層);02-???????;1130824648;2024-06-07;;文理類;新北市政府
29;私立新米蘭音樂技藝短期補習班;板橋區陽明街48號2樓;02-82511580;1130940707;2024-06-07;;音樂、舞蹈類;新北市政府
30;私立文城未來城文理短期補習班;林口區四維路60號(1、2層);02-26030768;1130743678;2024-06-07;;文理類;新北市政府
1;勝騰國際文化有限公司附設私立孟林文理短期補習班;平鎮區廣德街196號1-2樓;(03)4931308;府教終字第1130245595號;2024-09-04;Ethen1129889@gmail.com;文理類;桃園市政府
2;崝藝術股份有限公司附設私立崝藝術技藝文理短期補習班;龜山區文吉路28號1樓;(03)3974679;府教終字第1130213484號;2024-08-29;;文理類;桃園市政府
3;私立奇士威文理短期補習班;蘆竹區南上路29號2-4樓;(03)3119567;府教終字第1130233226號;2024-08-26;Futureplus2023@gmail.com;文理類;桃園市政府
4;私立科達文理技藝短期補習班;八德區東勇二路99號2樓;(03)3615599;府教終字第1130207136號;2024-08-22;a729604@gmail.com;文理類;桃園市政府
5;私立知悉文理短期補習班;中壢區少康二街15號1樓及17號1樓;(03)4288115;府教終字第1130197316號;2024-08-12;d038458@hotmail.com;文理類;桃園市政府
6;私立金威文理短期補習班;中壢區自強六路122號2樓;(03)4628666;府教終字第1130184703號;2024-08-12;Super4628666@gmail.com;文理類;桃園市政府
7;私立嘉麒語文文理短期補習班;大園區新生路四段75號1樓;0978902168;府教終字第1130179231號;2024-07-26;nitanita168899@gmail.com;文理類;桃園市政府
8;私立企鵝家族文理短期補習班國際分班;中壢區自立三街48號4樓及5樓;(03)4550553;府教終字第1130173910號;2024-07-19;ivanchung1964@gmail.com;文理類;桃園市政府
9;私立創奇文理短期補習班;中壢區龍岡路一段119號1-2樓;(03)4580236;府教終字第1130165837號;2024-07-17;gbxjoel2239@gmail.com;文理類;桃園市政府
10;私立方華文理短期補習班東興分班;中壢區衡陽街83號1-4樓;(03)4288548;府教終字第1130152819號;2024-07-11;jean56688@yahoo.com.tw;文理類;桃園市政府
11;私立方華文理短期補習班信義分班;中壢區衡陽街8號1-2樓;(03)4583399;府教終字第1130169145號;2024-07-11;jean56688@yahoo.com.tw;文理類;桃園市政府
12;私立昇華文理短期補習班;八德區廣福路20巷50號1-3樓;(03)2181391;府教終字第1130148639號;2024-07-04;202011debby@gmail.com;文理類;桃園市政府
13;私立文山美語文理短期補習班;桃園區力行路610、612號1樓;(03)3608038;府教終字第1130167658號;2024-07-03;austinenglish1688@gmail.com;文理類;桃園市政府
14;私立辰星文理短期補習班領航旗艦分班;中壢區領航南路二段231、233號1樓;(03)2870989;府教終字第1130155513號;2024-06-28;tracy88888@msn.com;文理類;桃園市政府
15;私立興儒文理短期補習班八德分班;八德區忠誠街10號1-3樓;(03)3630333;府教終字第1130132187號;2024-06-28;shinrubade@gmail.com;文理類;桃園市政府
16;私立政大聯合文理短期補習班;楊梅區大平街10號1-2樓;(03)4752830;府教終字第1130140996號;2024-06-27;d038458@hotmail.com;文理類;桃園市政府
17;私立麋爾頓文理技藝短期補習班;大園區大勇路26號2-5樓;(03)2878335;府教終字第1130173300號;2024-06-27;miltonkids2022@gmail.com;文理類;桃園市政府
18;私立放學堂文理短期補習班;中壢區復華街253號1-2樓;(03)4559225;府教終字第1130135494號;2024-06-27;dragon5899@gmail.com;文理類;桃園市政府
19;私立嘉分文理短期補習班;平鎮區環南路三段53-1號2樓;(03)4579669;府教終字第1130130366號;2024-06-20;Hs2253@hess.com.tw;文理類;桃園市政府
20;私立上課囉文理短期補習班;中壢區皓東街23號1樓;(03)4520908;府教終字第1130143629號;2024-06-18;alwaysrs@gmail.com;文理類;桃園市政府
21;私立湯瑪士文理短期補習班;八德區中山路117號1-2樓;(03)3732003;府教終字第1130116766號;2024-06-13;d038458@hotmail.com;文理類;桃園市政府
22;成鋼國際股份有限公司附設私立樂青英語文理短期補習班;龜山區文化二路526號1樓;(03)3970221;府教終字第1130155268號;2024-06-12;zhiweisteam@gmail.com;文理類;桃園市政府
1;臺中市私立納菓語文短期補習班;臺中市大甲區德興路54號1-2樓;0937-587189;中市教終字第1130073606號;2024-09-02;flelc.dajia@gmail.com;外語類;臺中市政府
2;臺中市私立東昇文理短期補習班;臺中市太平區東平路536號1-2樓;(04)22762955;中市教終字第1130068719號;2024-08-27;;文理類;臺中市政府
3;臺中市私立上弘文理技藝短期補習班;臺中市南屯區大墩十街331號1-4樓;(04)23201161;中市教終字第1130070136號;2024-08-21;vivian24718402@gmail.com;文理類;臺中市政府
4;臺中市私立聯合文理短期補習班大德分班;臺中市梧棲區文昌路233號1-3樓;(04)26584877;中市教終字第1130068236號;2024-08-19;q520dhga@gmail.com;文理類;臺中市政府
5;臺中市私立昕進文理短期補習班;臺中市太平區樹孝路336巷8號1-3樓;(04)23927799;中市教終字第1130068720號;2024-08-19;bigsolwu@yahoo.com.tw;文理類;臺中市政府
6;臺中市私立慧雯文理技藝短期補習班;臺中市大甲區興安路35之9號1-2樓;(04)2686-8898;中市教終字第1130068718號;2024-08-19;;文理類;臺中市政府
7;臺中市私立盈家文理短期補習班;臺中市豐原區中正路458號1樓;(04)25271466;中市終教字第1130069287號;2024-08-16;s0923795@gmail.com;文理類;臺中市政府
8;臺中市私立華功動藝文理技藝短期補習班;臺中市大里區中興路二段438-1號地下1樓;0919-556-766;中市教終字第1130066481號;2024-08-12;;文理類;臺中市政府
9;臺中市私立耕學田文理短期補習班;臺中市西屯區西屯路三段166之42號1-5樓;04-24618366;中市教終字第1130065415號;2024-08-08;happygaraton0701@gmail.com;文理類;臺中市政府
10;臺中市私立馬克唐恩文理短期補習班馬克分班;臺中市大雅區雅環路一段300巷2號1-2樓;(04)25652463;中市教終字第1130062296號;2024-07-29;yuyinu@gmail.com;文理類;臺中市政府
11;臺中市私立加分文理短期補習班;臺中市南屯區黎明路一段351號1-3樓;(04);中市教終字第1130058901號;2024-07-16;llluuucccyyy111@gmail.com;文理類;臺中市政府
12;臺中市私立班堡文理技藝短期補習班;東區臺中市東區育英路37之19號;0422150056;中市教終字第1130060507號;2024-07-16;kathy2000tw@gmail.com;文理類;臺中市政府
13;臺中市私立小博士精智美語短期補習班;臺中市太平區中平七街21號1-4樓;(04)22797174;中市教終字第1130054511號;2024-07-09;FO001743@yahoo.com.tw;外語類;臺中市政府
14;創意數理事業有限公司附設臺中市私立創意文華文理短期補習班;臺中市西屯區文心路三段201之3號3樓;(04)2292-0098;中市教終字第1130050723號;2024-07-04;First.chih@gmail.com;文理類;臺中市政府
15;臺中市私立崇光維尼文理短期補習班;臺中市大里區東明路233、235號1-2樓;(04)2487-6359;中市教終字第1130051943號;2024-06-25;poohmaster2016@gmail.com;文理類;臺中市政府
16;宜禾文教事業有限公司附設臺中市私立宜禾文理短期補習班;臺中市沙鹿區平等路47號1-4樓;(04)26311515;中市教終字第1130048443號;2024-06-14;vicky18544@gmail.com;文理類;臺中市政府
17;松麗資訊文教發展有限公司附設臺中市私立宇軒美語短期補習班;臺中市北區陝西四街58號1樓、地下1樓;(04)22939968;中市教終字第1130050203號;2024-06-13;kerchung2001@yahoo.com.tw;文理類;臺中市政府
18;臺中市私立藝嘉人技藝短期補習班;臺中市西屯區朝馬七街10號1-2樓;04-22547045;中市教終字第1130048502號;2024-06-11;sexybeautywe112@gmail.com;美容、美髮理髮類;臺中市政府
19;六角教育有公司附設臺中市私立騰科文理技藝短期補習班;臺中市南屯區向上路一段688號(第一層);(04)23109900;中市教終字第1130048002號;2024-06-11;dashin202308@gmail.com;文理類;臺中市政府
1;臺南市私立小金羊文理短期補習班;永康區東橋一路572號1-3樓;(06)3021223;南市教社字第1131184947號;2024-08-30;;文理類;臺南市政府
2;臺南市私立迎家文理短期補習班;安平區怡平路415號1-2樓;(06)2985669;南市教社字第1131168228號;2024-08-28;a0921722151@gmail.com;文理類;臺南市政府
3;臺南市私立瑞希文理技藝短期補習班(為比對教職員工資料預登立案資訊);永康區大灣路942巷226號1-2樓;(06)2050226;南市教社字第　號;2024-08-26;Supermickey1208@gmail.com;文理類;臺南市政府
4;臺南市私立叡德文理短期補習班;東區崇善路177號1-3樓;(06)2680344;南市教社字第1131076968號;2024-08-16;ruiyang2676651@gmail.com;文理類;臺南市政府
5;臺南市私立沐子文理技藝短期補習班(為比對教職員工資料預登立案資訊);安南區安西路217號1-2樓;(06);南市教社字第　號;2024-08-14;popeye.chiu@gmail.com;文理類;臺南市政府
6;臺南市私立雪人文理短期補習班安南分班;安南區安中路三段314號1-2樓;0985294001;南市教社字第1131057835號;2024-08-06;sharonchang72218@gmail.com;文理類;臺南市政府
7;臺南市私立尚育文理短期補習班永大分班;永康區永大路二段410號2樓;(06)2053418;南市教社字第1131048276號;2024-08-05;monkeypinky@gmail.com;文理類;臺南市政府
8;傑競弘升文教事業股份有限公司附設臺南市私立傑晉文理短期補習班;安南區安中路三段201號1-3樓;0921586898;南市教社字第1130984688號;2024-08-01;angel20061314@gmail.com;文理類;臺南市政府
9;嶺瀚文教事業有限公司附設臺南市私立非凡文理短期補習班海佃分班;安南區安富街143號1-2樓;(06)2500899;南市教社字第1131033827號;2024-07-29;feifanpolo@gmail.com;文理類;臺南市政府
10;典陸教育科技股份有限公司附設臺南市私立典陸文理短期補習班;東區怡東路151號1-2樓;(06)3310569;南市教社字第1131007274號;2024-07-19;silentcountry@hotmail.com;文理類;臺南市政府
11;臺南市私立陞達文理短期補習班;北區海安路三段817號2樓;(06)2828521;南市教社字第1130987466號;2024-07-19;doctor.2269331@yahoo.com.tw;文理類;臺南市政府
12;臺南市私立讀思塾文理短期補習班;善化區西拉雅大道398之1號1樓;(06)5836040;南市教社字第 1130962028號;2024-07-11;f44026204@gmail.com;文理類;臺南市政府
13;瑀睿文教事業有限公司附設臺南市私立恩睿文理技藝短期補習班;永康區大橋二街267號1-2樓、273號1-2樓;(06)3022333;南市教社字第1130962033號;2024-07-11;skyray2024@gmail.com;文理類;臺南市政府
14;臺南市私立金鑫安文理短期補習班;安平區建平十一街262號1-2樓;(06)2996929;南市教社字第1130920922號;2024-07-04;goldmeda12996929@gmail.com;文理類;臺南市政府
15;臺南市私立清水城文理短期補習班;永康區中華西街98號1-2樓;(06)6020888;南市教社字第1130830875號;2024-06-17;Shimizu.castle@gmail.com;外語類;臺南市政府
16;臺南市私立巷內學堂文理短期補習班;東區崇明十三街7號1-2樓;(06)2604572;南市教社字第1130828395號;2024-06-12;wasd10804@gmail.com;文理類;臺南市政府
1;英鐸有限公司附設私立育勝文理技藝短期補習班;楠梓區大學東路89號1樓;364-9468;高市教社字第11336738600號;2024-09-02;s2697654@yahoo.com.tw;文理類;高雄市政府
2;私立高名文理短期補習班五福分班;新興區中正二路222號8樓之1.之2;223-8808;高市教社字第11336543600號;2024-08-28;kmwf8808@gmail.com;文理類;高雄市政府
3;紅橙藝術有限公司附設紅橙藝術技藝短期補習班;左營區明誠二路332號8樓之2;0919-881-504;高市教社字第11336650300號;2024-08-28;Longl.801@gmail.com;美術、書法、攝影、美工設計、圍棋類;高雄市政府
4;私立敲一敲藝術空間文理技藝短期補習班;鼓山區華榮路240之3號1-3樓;0937-562-998;高市教社字第11336023800號;2024-08-16;cat101tw@yahoo.com.tw;文理類;高雄市政府
5;私立新夢想文理短期補習班;岡山區育英路6巷1號1樓;625-3633;高市教社字第11336114600號;2024-08-12;weiweiturtle@gmail.com;文理類;高雄市政府
6;私立劉威宏資優數學文理短期補習班;苓雅區永靖街5號1樓、夾層、2樓;;高市教社字第11335504100號;2024-08-05;weihung_liu@yahoo.com;文理類;高雄市政府
7;私立成大文理短期補習班龍新分班;鼓山區大順一路859號1樓、夾層、2樓;555-5005;高市教社字第11335806600號;2024-08-02;m7797m@yahoo.com.tw;文理類;高雄市政府
8;私立達標文理短期補習班;左營區左營大路678之8號1-2樓;(07)585-7777;高市教社字第11335856700號;2024-08-02;eatingclis@gmail.com;文理類;高雄市政府
9;知識源文教諮詢有限公司附設高雄市私立知識源文理短期補習班;鼓山區美術東五路40號1-2樓;586-7527;高市教社字第11334923700號;2024-07-17;ksec.pec@gmail.com;文理類;高雄市政府
10;志光教育科技股份有限公司附設學儒法商文理公職證照短期補習班;新興區八德二路17號2-3樓;235-4321;高市教社字第11335276100號;2024-07-10;pc16812@public.com.tw;文理類;高雄市政府
10;志光教育科技股份有限公司附設學儒法商文理公職證照短期補習班;新興區八德二路17號2-3樓;235-4321;高市教社字第11335276100號;2024-07-10;pcl6812@public.com.tw;文理類;高雄市政府
11;私立耶加文理短期補習班左新分班;左營區曾子路290號1-3樓;(07)345-4681，0952-165-758;高市教社字第11335062900號;2024-07-02;brianshen2001@gmail.com;文理類;高雄市政府
12;私立傳鵬文理短期補習班;小港區高坪三十二街25號;07-8912191;高市教社字第11335029400號;2024-07-02;dottie1023@hotmail.com;文理類;高雄市政府
13;私立柏樂圍棋文理技藝短期補習班;左營區修明街132號1-2樓及夾層;0960003536;高市教社字第11334547200號;2024-06-17;leejean426@gmail.com;文理類;高雄市政府
1;新竹市私立蒔與美術技藝文理短期補習班;新竹市東區關新東路323號1-2樓;0988928820;府教社字第1130133885號;2024-09-02;;文理類;新竹市政府
2;新竹市私立奧格文理技藝短期補習班;新竹市東區埔頂一路163號一樓、一樓夾層、二樓;(03)5790366;府教社字第1130134086號;2024-08-21;;文理類;新竹市政府
3;新竹市私立貝奇文理短期補習班;新竹市新竹市東區仁義街2號1樓;(03)5430086;府教社字第1130128418號;2024-08-12;;文理類;新竹市政府
4;新竹市私立小繪日子技藝短期補習班;新竹市東區埔頂一路100號1-2樓;(03)6661160;府教社字第1130112840號;2024-07-05;dailylittleart@gmail.com;美術、書法、攝影、美工設計、圍棋類;新竹市政府
5;新竹市私立三民文理短期補習班;新竹市新竹市東區自由路69號4樓之2;(03)5457666;府教社字第1130102254號;2024-06-19;;文理類;新竹市政府
1;新竹縣私立學吧文理技藝短期補習班;芎林鄉文山路439號1-2樓;03-5925968;府授教終字第1139551582號;2024-08-16;caitlin660@gmail.com;文理類;新竹縣政府
2;新竹縣私立知識家文理短期補習班;竹北市勝利十一路17號1樓至4樓;03-6685389;府教授終字第1139551583 號;2024-08-16;smiledoris7@gmail.com;文理類;新竹縣政府
3;新竹縣私立竹中橋文理技藝短期補習班;竹北市竹北市文孝街23號3-4樓;0920920360;府授教終字第1139551352號;2024-07-15;paul.mailbox@msa.hinet.net;文理類;新竹縣政府
4;新竹縣私立千心文理短期補習班;竹北市台科路3號1樓;(03)5588219;府授教終字第1139551240號;2024-07-10;;文理類;新竹縣政府
5;新竹縣私立學儷文理短期補習班;湖口鄉吉祥街82巷7號1樓及夾層;03-5981187;府授教終字第1139550965號;2024-06-03;mengyu100@gmail.com;文理類;新竹縣政府
1;苗栗縣私立鴻逸教育文理短期補習班;苗栗縣竹南鎮照南路102號1-2樓;0978016377;府教社字第1130174159號;2024-08-13;nonono0857@gmail.com;文理類;苗栗縣政府
2;苗栗縣私立智慧樹技藝文理短期補習班;苗栗縣通霄鎮通東里3鄰忠孝路4巷2號1-2樓;0933-261012;府教社字第1130129988號;2024-06-19;duncan0208@gmail.com;文理類;苗栗縣政府
1;彰化縣私立第七樂章音樂技藝短期補習班;彰化市延平里瑞陽街11巷1號1樓;(04)711-0170;府教社字第1130307846號;2024-08-30;wmmw0606@gmail.com;音樂、舞蹈類;彰化縣政府
2;彰化縣私立吉佑文理短期補習班湖東分班;溪湖鎮湖東里東興路232號1樓、2樓;(04)885-3880;府教社字第1130289997號;2024-08-29;n21779@yahoo.com.tw;文理類;彰化縣政府
3;彰化縣私立智多星文理短期補習班;彰化市西勢里忠誠路32之1號1樓;(04)727-7772;府教社字第1130300681號;2024-08-29;bwm8016@gmail.com;文理類;彰化縣政府
4;彰化縣私立育維文理短期補習班;鹿港鎮永安里東興路29號1樓、2樓;(04)777-7066;府教社字第1130294576號;2024-08-28;;文理類;彰化縣政府
5;彰化縣私立沐樂音樂藝術短期補習班;二林鎮豐田里仁愛路56號1樓、2樓;(04)896-1687;府教社字第1130285550號;2024-08-12;yiafun@gmail.com;音樂、舞蹈類;彰化縣政府
6;彰化縣私立亞瑟文理技藝短期補習班;埔心鄉東門村武聖路469之19號1樓、2樓;(04)828-1111;府教社字第1130277631號;2024-08-08;arthur@arthurschool.org;文理類;彰化縣政府
7;彰化縣私立忠有文理短期補習班;鹿港鎮頂厝里長安路114號1樓、2樓;(04)775-2233;府教社字第1130254993號;2024-07-29;yo7752233@yahoo.com.tw;文理類;彰化縣政府
8;彰化縣私立諭兒舞蹈技藝短期補習班;彰化市平和里向陽街133號1樓、2樓;(04)722-0916;府教社字第1130255451號;2024-07-26;ca573288@gmail.com;音樂、舞蹈類;彰化縣政府
9;彰化縣私立鼎盛文理短期補習班;彰化市西安里曉陽路250號1樓、2樓;(04)727-1818;府教社字第1130220284號;2024-07-12;dingsheng1818@gmail.com;文理類;彰化縣政府
10;彰化縣私立蘋果美日語短期補習班員林分班;員林市仁愛里員東路二段296號1樓、2樓;(04)723-2839;府教社字第1130199292號;2024-06-24;ringonoki.taiwan@gmail.com;外語類;彰化縣政府
11;彰化縣私立巧巧文理短期補習班;埔心鄉義民村員鹿路二段152號1樓及154號1樓;(04)852-3609;府教社字第1130192049號;2024-06-21;nico828384@gmail.com;文理類;彰化縣政府
12;彰化縣私立仁美文理短期補習班;和美鎮和東里仁美路70號1樓、2樓;(04)755-7563;府教社字第1130191559號;2024-06-18;j423j7@gmail.com;文理類;彰化縣政府
13;彰化縣私立立愛文理短期補習班;和美鎮山犁里仁愛路316號1樓、2樓;(04)756-5755;府教社字第1130181332號;2024-06-03;yuting811192@gmail.com;文理類;彰化縣政府
1;私立AJ美語文理短期補習班;雲林縣斗六市公誠里南京路516號;(05)5335388;府教社二字第1132434941號;2024-07-15;ajenglish2022@gmail.com;文理類;雲林縣政府
2;私立卡爾蕎文理短期補習班;雲林縣虎尾鎮廉使里虎興東一街158號(1-2樓);(05)6331581;府教社二字第1132432778號;2024-07-04;CultureLCH@gmail.com;文理類;雲林縣政府
3;私立語響力文理短期補習班;雲林縣虎尾鎮民族路5號(1-2樓);0910008128;府教社二字第1132431707號;2024-06-25;enfluence2022@gmail.com;文理類;雲林縣政府
1;嘉義市 私立喬安文理短期補習班;嘉義市西區遼寧一街147號(1樓);(05)2338283;府教社字第1130951790號;2024-08-19;hfr0615@yahoo.com.tw;文理類;嘉義市政府
2;嘉義市私立糖林英語文理短期補習班;嘉義市西區世賢路四段242號(1樓);(05)2843208;府教社字第1130950225號;2024-07-10;tomlinenglish@gmail.com;文理類;嘉義市政府
3;嘉義市私立至德文理短期補習班;嘉義市西區德惠街17號(2~5樓);(05)2345912;府教社字第1131512116號;2024-07-02;;文理類;嘉義市政府
1;私立張傑文理短期補習班;嘉義縣新港鄉新中路296號(1樓);(05)3749818;府教終字第1130218676號;2024-08-23;dragonelfin@gmail.com;文理類;嘉義縣政府
